all,quarter,industry_section_code,industry_section,industry_division,number_of_persons_engaged_total,number_of_persons_engaged_male,number_of_persons_engaged_female,number_of_vacancies,number_of_establishments
All,2011 Q2,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",3995,1560,2435,127,240
All,2011 Q2,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",2487,1705,782,6,432
All,2011 Q2,C,Manufacturing,Manufacture of other non-metallic mineral products,1049,860,189,17,212
All,2011 Q2,C,Manufacturing,Manufacture of basic metals,1134,913,221,44,89
All,2011 Q2,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),3763,2821,942,1,870
All,2011 Q2,C,Manufacturing,"Manufacture of computer, electronic and optical products",7631,4461,3170,80,382
All,2011 Q2,C,Manufacturing,Manufacture of electrical equipment,2122,1533,589,12,243
All,2011 Q2,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,2626,2292,334,28,478
All,2011 Q2,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,1515,1356,159,91,103
All,2011 Q2,C,Manufacturing,Manufacture of furniture,481,345,136,0,148
All,2011 Q2,C,Manufacturing,Other manufacturing,7770,4717,3053,130,1462
All,2011 Q2,C,Manufacturing,Repair and installation of machinery and equipment,12097,10305,1792,773,1285
All,2011 Q2,B,Mining and quarrying,Quarrying and other mining of non-metal ores,69,63,6,0,2
All,2011 Q2,D,Electricity and gas supply,Electricity and gas supply,7618,6418,1200,39,15
All,2011 Q2,E,"Sewerage, waste management and remediation services",Sewerage,317,218,99,2,36
All,2011 Q2,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",3013,2007,1006,49,267
All,2011 Q2,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,72,31,41,0,8
All,2011 Q2,F,Construction,Construction sites (manual workers only),58609,54115,4494,302,1062
All,2011 Q2,F,Construction,Public sector sites,28685,27046,1639,209,435
All,2011 Q2,F,Construction,Public sector building sites,13139,12214,925,5,152
All,2011 Q2,F,Construction,Public sector civil engineering sites,15546,14832,714,204,283
All,2011 Q2,F,Construction,Private sector sites,29924,27069,2855,93,627
All,2011 Q2,F,Construction,Private sector building sites,28704,25921,2783,88,539
All,2011 Q2,F,Construction,Private sector civil engineering sites,1220,1148,72,5,88
All,2011 Q2,G,"Import/export, wholesale and retail trades",Import and export trade,496794,250814,245980,6973,102420
All,2011 Q2,G,"Import/export, wholesale and retail trades",Wholesale,64005,38829,25176,1294,15097
All,2011 Q2,G,"Import/export, wholesale and retail trades",Retail trade,252001,101966,150035,5197,63318
All,2011 Q2,H,"Transportation, storage, postal and courier services",Land transport,42468,37077,5391,727,2242
All,2011 Q2,H,"Transportation, storage, postal and courier services",Water transport,10597,6632,3965,79,375
All,2011 Q2,H,"Transportation, storage, postal and courier services",Air transport,22054,8253,13801,171,124
All,2011 Q2,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,75620,47397,28223,1765,6296
All,2011 Q2,H,"Transportation, storage, postal and courier services",Postal and courier services,12347,8911,3436,269,704
All,2011 Q2,I,Accommodation and food services,Accommodation services,33963,18449,15514,838,994
All,2011 Q2,I,Accommodation and food services,Food and beverage services,232132,108017,124115,7281,15807
All,2011 Q2,J,Information and communications,Publishing,20405,11381,9024,257,1618
All,2011 Q2,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",13849,8055,5794,214,2044
All,2011 Q2,J,Information and communications,Telecommunications,17804,11739,6065,548,323
All,2011 Q2,J,Information and communications,Information technology services,34484,25306,9178,1077,5817
All,2011 Q2,J,Information and communications,Information services,4517,2523,1994,96,675
All,2011 Q2,K,Financing and insurance,Financial services (except insurance and pension funding),127882,61199,66683,2489,6975
All,2011 Q2,K,Financing and insurance,Insurance,12857,4864,7993,479,154
All,2011 Q2,K,Financing and insurance,Services auxiliary to financial and insurance services,62096,31127,30969,1898,12526
All,2011 Q2,L,Real estate,Real estate,118781,74876,43905,3128,13713
All,2011 Q2,M,"Professional, scientific and technical services",Legal and accounting services,47749,21375,26374,753,6560
All,2011 Q2,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,29101,14103,14998,557,6161
All,2011 Q2,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",35366,23191,12175,752,2960
All,2011 Q2,M,"Professional, scientific and technical services",Scientific research and development,1544,842,702,121,110
All,2011 Q2,M,"Professional, scientific and technical services",Advertising and market research,13657,7554,6103,342,3371
All,2011 Q2,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",19412,11096,8316,496,7194
All,2011 Q2,N,Administrative and support services,Rental and leasing services,2357,1288,1069,110,584
All,2011 Q2,N,Administrative and support services,Employment services,14343,6515,7828,414,2252
All,2011 Q2,N,Administrative and support services,"Travel agency, reservation service and related services",19842,7977,11865,571,2490
All,2011 Q2,N,Administrative and support services,Security and investigation services,40505,29643,10862,1070,175
All,2011 Q2,N,Administrative and support services,Services to buildings and landscape care,76956,27252,49704,943,1509
All,2011 Q2,N,Administrative and support services,"Office administrative, office support and other business support services",19880,9492,10388,442,4789
All,2011 Q2,P,Education,Education,167320,60658,106662,2930,10203
All,2011 Q2,Q,Human health and social work services,Human health services,96212,26096,70116,3763,6761
All,2011 Q2,Q,Human health and social work services,Residential care services,27405,4220,23185,1404,1160
All,2011 Q2,Q,Human health and social work services,Social work services,30238,6438,23800,772,1894
All,2011 Q2,R,"Arts, entertainment and recreation",Creative and performing arts activities,2707,1553,1154,43,982
All,2011 Q2,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",558,194,364,13,75
All,2011 Q2,R,"Arts, entertainment and recreation",Amusement parks and theme parks,5034,2847,2187,135,6
All,2011 Q2,R,"Arts, entertainment and recreation",Sports and other entertainment services,36994,19362,17632,788,1256
All,2011 Q2,S,Other services,Activities of membership organisations,9538,4105,5433,167,1074
All,2011 Q2,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",17758,14617,3141,525,6122
All,2011 Q2,S,Other services,Other personal services,44970,13605,31365,2196,11057
All,2011 Q3,C,Manufacturing,Manufacture of food products,21572,10813,10759,646,826
All,2011 Q3,C,Manufacturing,Manufacture of beverages,3663,2414,1249,55,26
All,2011 Q3,C,Manufacturing,Manufacture of tobacco products,483,348,135,0,2
All,2011 Q3,C,Manufacturing,Manufacture of textiles,5806,3088,2718,34,780
All,2011 Q3,C,Manufacturing,Manufacture of wearing apparel,12081,4480,7601,19,1066
All,2011 Q3,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",491,341,150,8,141
All,2011 Q3,C,Manufacturing,Manufacture of paper and paper products,1319,913,406,20,345
All,2011 Q3,C,Manufacturing,Printing and reproduction of recorded media,18239,12216,6023,217,2815
All,2011 Q3,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,2162,1358,804,8,225
All,2011 Q3,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",4131,1694,2437,140,255
All,2011 Q3,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",2379,1563,816,30,422
All,2011 Q3,C,Manufacturing,Manufacture of other non-metallic mineral products,1019,875,144,14,214
All,2011 Q3,C,Manufacturing,Manufacture of basic metals,1131,952,179,13,87
All,2011 Q3,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),3634,2467,1167,18,859
All,2011 Q3,C,Manufacturing,"Manufacture of computer, electronic and optical products",7257,4269,2988,38,378
All,2011 Q3,C,Manufacturing,Manufacture of electrical equipment,2056,1140,916,25,239
All,2011 Q3,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,2597,2159,438,67,461
All,2011 Q3,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,1496,1312,184,62,101
All,2011 Q3,C,Manufacturing,Manufacture of furniture,471,411,60,0,147
All,2011 Q3,C,Manufacturing,Other manufacturing,7574,4725,2849,195,1438
All,2011 Q3,C,Manufacturing,Repair and installation of machinery and equipment,11973,10371,1602,670,1282
All,2011 Q3,B,Mining and quarrying,Quarrying and other mining of non-metal ores,71,65,6,0,2
All,2011 Q3,D,Electricity and gas supply,Electricity and gas supply,7683,6466,1217,28,15
All,2011 Q3,E,"Sewerage, waste management and remediation services",Sewerage,310,194,116,2,35
All,2011 Q3,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",2916,1961,955,65,264
All,2011 Q3,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,64,30,34,0,8
All,2011 Q3,F,Construction,Construction sites (manual workers only),63728,58322,5406,534,1143
All,2011 Q3,F,Construction,Public sector sites,28226,26527,1699,360,453
All,2011 Q3,F,Construction,Public sector building sites,10947,10097,850,5,157
All,2011 Q3,F,Construction,Public sector civil engineering sites,17279,16430,849,355,296
All,2011 Q3,F,Construction,Private sector sites,35502,31795,3707,174,690
All,2011 Q3,F,Construction,Private sector building sites,34248,30621,3627,174,605
All,2011 Q3,F,Construction,Private sector civil engineering sites,1254,1174,80,0,85
All,2011 Q3,G,"Import/export, wholesale and retail trades",Import and export trade,499640,253330,246310,6696,102672
All,2011 Q3,G,"Import/export, wholesale and retail trades",Wholesale,64703,38646,26057,1047,15187
All,2011 Q3,G,"Import/export, wholesale and retail trades",Retail trade,252935,100648,152287,6135,63482
All,2011 Q3,H,"Transportation, storage, postal and courier services",Land transport,42905,36729,6176,502,2258
All,2011 Q3,H,"Transportation, storage, postal and courier services",Water transport,10549,6825,3724,19,384
All,2011 Q3,H,"Transportation, storage, postal and courier services",Air transport,22376,8462,13914,175,125
All,2011 Q3,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,75626,47220,28406,1485,6290
All,2011 Q3,H,"Transportation, storage, postal and courier services",Postal and courier services,12319,9065,3254,250,687
All,2011 Q3,I,Accommodation and food services,Accommodation services,34228,18636,15592,700,1012
All,2011 Q3,I,Accommodation and food services,Food and beverage services,232085,109191,122894,7288,15805
All,2011 Q3,J,Information and communications,Publishing,20621,10823,9798,254,1603
All,2011 Q3,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",13883,8397,5486,134,2078
All,2011 Q3,J,Information and communications,Telecommunications,17866,11411,6455,427,315
All,2011 Q3,J,Information and communications,Information technology services,34774,25981,8793,1305,5937
All,2011 Q3,J,Information and communications,Information services,4519,2544,1975,120,684
All,2011 Q3,K,Financing and insurance,Financial services (except insurance and pension funding),131019,63642,67377,2254,7177
All,2011 Q3,K,Financing and insurance,Insurance,13153,5145,8008,292,152
All,2011 Q3,K,Financing and insurance,Services auxiliary to financial and insurance services,62463,31714,30749,2209,12710
All,2011 Q3,L,Real estate,Real estate,119995,75936,44059,2884,13911
All,2011 Q3,M,"Professional, scientific and technical services",Legal and accounting services,48218,22021,26197,561,6623
All,2011 Q3,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,29786,14843,14943,457,6313
All,2011 Q3,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",36045,23797,12248,872,2972
All,2011 Q3,M,"Professional, scientific and technical services",Scientific research and development,1583,1079,504,142,124
All,2011 Q3,M,"Professional, scientific and technical services",Advertising and market research,13487,7667,5820,119,3401
All,2011 Q3,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",19861,11478,8383,325,7337
All,2011 Q3,N,Administrative and support services,Rental and leasing services,2484,1403,1081,29,639
All,2011 Q3,N,Administrative and support services,Employment services,15247,6766,8481,559,2337
All,2011 Q3,N,Administrative and support services,"Travel agency, reservation service and related services",19834,7614,12220,565,2501
All,2011 Q3,N,Administrative and support services,Security and investigation services,41930,30248,11682,1556,183
All,2011 Q3,N,Administrative and support services,Services to buildings and landscape care,77339,26897,50442,927,1526
All,2011 Q3,N,Administrative and support services,"Office administrative, office support and other business support services",20073,9870,10203,562,4802
All,2011 Q3,P,Education,Education,168274,62489,105785,3406,10383
All,2011 Q3,Q,Human health and social work services,Human health services,96622,25883,70739,3724,6779
All,2011 Q3,Q,Human health and social work services,Residential care services,27367,4544,22823,1379,1153
All,2011 Q3,Q,Human health and social work services,Social work services,30122,7092,23030,689,1926
All,2011 Q3,R,"Arts, entertainment and recreation",Creative and performing arts activities,2775,1547,1228,34,1026
All,2011 Q3,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",544,188,356,13,78
All,2011 Q3,R,"Arts, entertainment and recreation",Amusement parks and theme parks,5729,3309,2420,211,6
All,2011 Q3,R,"Arts, entertainment and recreation",Sports and other entertainment services,36810,18890,17920,1545,1257
All,2011 Q3,S,Other services,Activities of membership organisations,9682,4200,5482,158,1082
All,2011 Q3,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",17564,14717,2847,523,6104
All,2011 Q3,S,Other services,Other personal services,45154,14568,30586,2219,11136
All,2011 Q4,C,Manufacturing,Manufacture of food products,21645,11143,10502,679,830
All,2011 Q4,C,Manufacturing,Manufacture of beverages,3665,2717,948,44,26
All,2011 Q4,C,Manufacturing,Manufacture of tobacco products,493,347,146,0,2
All,2011 Q4,C,Manufacturing,Manufacture of textiles,5787,3440,2347,10,766
All,2011 Q4,C,Manufacturing,Manufacture of wearing apparel,11375,4710,6665,38,1034
All,2011 Q4,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",504,346,158,15,151
All,2011 Q4,C,Manufacturing,Manufacture of paper and paper products,1261,817,444,1,337
All,2011 Q4,C,Manufacturing,Printing and reproduction of recorded media,17983,12263,5720,198,2793
All,2011 Q4,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,2101,1135,966,13,224
All,2011 Q4,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",4205,1600,2605,77,252
All,2011 Q4,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",2410,1672,738,16,427
All,2011 Q4,C,Manufacturing,Manufacture of other non-metallic mineral products,1063,801,262,13,208
All,2011 Q4,C,Manufacturing,Manufacture of basic metals,1174,1006,168,9,90
All,2011 Q4,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),3579,2685,894,37,855
All,2011 Q4,C,Manufacturing,"Manufacture of computer, electronic and optical products",7087,4191,2896,26,378
All,2011 Q4,C,Manufacturing,Manufacture of electrical equipment,1961,1037,924,37,234
All,2011 Q4,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,2576,2012,564,29,461
All,2011 Q4,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,1501,1324,177,70,100
All,2011 Q4,C,Manufacturing,Manufacture of furniture,464,371,93,0,136
All,2011 Q4,C,Manufacturing,Other manufacturing,7518,4648,2870,123,1433
All,2011 Q4,C,Manufacturing,Repair and installation of machinery and equipment,12027,10275,1752,468,1274
All,2011 Q4,B,Mining and quarrying,Quarrying and other mining of non-metal ores,71,65,6,0,2
All,2011 Q4,D,Electricity and gas supply,Electricity and gas supply,7605,6418,1187,33,14
All,2011 Q4,E,"Sewerage, waste management and remediation services",Sewerage,295,248,47,6,32
All,2011 Q4,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",2649,1786,863,67,273
All,2011 Q4,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,67,35,32,0,7
All,2011 Q4,F,Construction,Construction sites (manual workers only),69395,63402,5993,330,1172
All,2011 Q4,F,Construction,Public sector sites,30547,28536,2011,141,474
All,2011 Q4,F,Construction,Public sector building sites,11177,10362,815,6,160
All,2011 Q4,F,Construction,Public sector civil engineering sites,19370,18174,1196,135,314
All,2011 Q4,F,Construction,Private sector sites,38848,34866,3982,189,698
All,2011 Q4,F,Construction,Private sector building sites,37391,33518,3873,180,597
All,2011 Q4,F,Construction,Private sector civil engineering sites,1457,1348,109,9,101
All,2011 Q4,G,"Import/export, wholesale and retail trades",Import and export trade,495847,254775,241072,6249,102273
All,2011 Q4,G,"Import/export, wholesale and retail trades",Wholesale,63763,38818,24945,818,14996
All,2011 Q4,G,"Import/export, wholesale and retail trades",Retail trade,254974,99271,155703,6277,63277
All,2011 Q4,H,"Transportation, storage, postal and courier services",Land transport,42610,36655,5955,713,2251
All,2011 Q4,H,"Transportation, storage, postal and courier services",Water transport,10749,6861,3888,29,369
All,2011 Q4,H,"Transportation, storage, postal and courier services",Air transport,23322,8797,14525,209,130
All,2011 Q4,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,76094,46939,29155,1308,6343
All,2011 Q4,H,"Transportation, storage, postal and courier services",Postal and courier services,12699,9154,3545,248,676
All,2011 Q4,I,Accommodation and food services,Accommodation services,34982,18811,16171,777,1006
All,2011 Q4,I,Accommodation and food services,Food and beverage services,231333,107525,123808,8215,15757
All,2011 Q4,J,Information and communications,Publishing,20622,11743,8879,260,1596
All,2011 Q4,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",14124,8800,5324,156,2097
All,2011 Q4,J,Information and communications,Telecommunications,18087,11857,6230,386,307
All,2011 Q4,J,Information and communications,Information technology services,35729,26424,9305,1308,6061
All,2011 Q4,J,Information and communications,Information services,4706,2513,2193,112,695
All,2011 Q4,K,Financing and insurance,Financial services (except insurance and pension funding),130330,62772,67558,1594,7495
All,2011 Q4,K,Financing and insurance,Insurance,13523,5224,8299,304,153
All,2011 Q4,K,Financing and insurance,Services auxiliary to financial and insurance services,63471,32664,30807,2270,12962
All,2011 Q4,L,Real estate,Real estate,122252,76208,46044,2504,14250
All,2011 Q4,M,"Professional, scientific and technical services",Legal and accounting services,48942,21848,27094,568,6712
All,2011 Q4,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,30301,14792,15509,688,6424
All,2011 Q4,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",36850,24598,12252,654,2965
All,2011 Q4,M,"Professional, scientific and technical services",Scientific research and development,1569,973,596,139,126
All,2011 Q4,M,"Professional, scientific and technical services",Advertising and market research,13512,7114,6398,119,3432
All,2011 Q4,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",20084,10897,9187,518,7424
All,2011 Q4,N,Administrative and support services,Rental and leasing services,2619,1571,1048,55,627
All,2011 Q4,N,Administrative and support services,Employment services,15677,6850,8827,420,2392
All,2011 Q4,N,Administrative and support services,"Travel agency, reservation service and related services",20038,7860,12178,533,2536
All,2011 Q4,N,Administrative and support services,Security and investigation services,41182,29454,11728,1406,177
All,2011 Q4,N,Administrative and support services,Services to buildings and landscape care,78005,27849,50156,861,1542
All,2011 Q4,N,Administrative and support services,"Office administrative, office support and other business support services",20014,9649,10365,621,4800
All,2011 Q4,P,Education,Education,169337,63667,105670,2802,10458
All,2011 Q4,Q,Human health and social work services,Human health services,98501,26299,72202,2115,6889
All,2011 Q4,Q,Human health and social work services,Residential care services,26994,4421,22573,1274,1151
All,2011 Q4,Q,Human health and social work services,Social work services,30137,7176,22961,836,1922
All,2011 Q4,R,"Arts, entertainment and recreation",Creative and performing arts activities,2910,1662,1248,66,1105
All,2011 Q4,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",569,190,379,13,85
All,2011 Q4,R,"Arts, entertainment and recreation",Amusement parks and theme parks,4874,2660,2214,172,6
All,2011 Q4,R,"Arts, entertainment and recreation",Sports and other entertainment services,36161,19461,16700,2261,1305
All,2011 Q4,S,Other services,Activities of membership organisations,9557,4048,5509,220,1101
All,2011 Q4,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",17635,14412,3223,363,6095
All,2011 Q4,S,Other services,Other personal services,45030,13843,31187,2323,11077
All,2012 Q1,C,Manufacturing,Manufacture of food products,21767,10962,10805,561,854
All,2012 Q1,C,Manufacturing,Manufacture of beverages,3670,2685,985,90,28
All,2012 Q1,C,Manufacturing,Manufacture of tobacco products,495,353,142,0,2
All,2012 Q1,C,Manufacturing,Manufacture of textiles,5798,3200,2598,60,779
All,2012 Q1,C,Manufacturing,Manufacture of wearing apparel,10768,4888,5880,36,1021
All,2012 Q1,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",469,314,155,15,147
All,2012 Q1,C,Manufacturing,Manufacture of paper and paper products,1217,816,401,6,329
All,2012 Q1,C,Manufacturing,Printing and reproduction of recorded media,17598,11894,5704,108,2761
All,2012 Q1,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,2132,1309,823,45,218
All,2012 Q1,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",4238,1519,2719,93,248
All,2012 Q1,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",2278,1463,815,84,420
All,2012 Q1,C,Manufacturing,Manufacture of other non-metallic mineral products,1113,940,173,46,204
All,2012 Q1,C,Manufacturing,Manufacture of basic metals,1153,1004,149,21,89
All,2012 Q1,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),3358,2463,895,7,843
All,2012 Q1,C,Manufacturing,"Manufacture of computer, electronic and optical products",5986,3240,2746,76,376
All,2012 Q1,C,Manufacturing,Manufacture of electrical equipment,1882,1080,802,15,234
All,2012 Q1,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,2457,1875,582,29,465
All,2012 Q1,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,1466,1294,172,109,96
All,2012 Q1,C,Manufacturing,Manufacture of furniture,427,339,88,0,134
All,2012 Q1,C,Manufacturing,Other manufacturing,7561,4434,3127,158,1429
All,2012 Q1,C,Manufacturing,Repair and installation of machinery and equipment,12138,10526,1612,1280,1274
All,2012 Q1,B,Mining and quarrying,Quarrying and other mining of non-metal ores,73,67,6,0,2
All,2012 Q1,D,Electricity and gas supply,Electricity and gas supply,7496,6365,1131,35,14
All,2012 Q1,E,"Sewerage, waste management and remediation services",Sewerage,269,239,30,2,32
All,2012 Q1,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",2548,1763,785,75,286
All,2012 Q1,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,54,21,33,0,7
All,2012 Q1,F,Construction,Construction sites (manual workers only),70642,64996,5646,666,1143
All,2012 Q1,F,Construction,Public sector sites,31620,29654,1966,338,473
All,2012 Q1,F,Construction,Public sector building sites,10810,9990,820,13,164
All,2012 Q1,F,Construction,Public sector civil engineering sites,20810,19664,1146,325,309
All,2012 Q1,F,Construction,Private sector sites,39022,35342,3680,328,670
All,2012 Q1,F,Construction,Private sector building sites,37650,34063,3587,322,598
All,2012 Q1,F,Construction,Private sector civil engineering sites,1372,1279,93,6,72
All,2012 Q1,G,"Import/export, wholesale and retail trades",Import and export trade,493419,249425,243994,7628,102035
All,2012 Q1,G,"Import/export, wholesale and retail trades",Wholesale,63734,38980,24754,1317,14915
All,2012 Q1,G,"Import/export, wholesale and retail trades",Retail trade,256844,101805,155039,8180,63702
All,2012 Q1,H,"Transportation, storage, postal and courier services",Land transport,42620,36443,6177,840,2239
All,2012 Q1,H,"Transportation, storage, postal and courier services",Water transport,10532,6686,3846,135,363
All,2012 Q1,H,"Transportation, storage, postal and courier services",Air transport,23999,9189,14810,211,130
All,2012 Q1,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,75822,47326,28496,1746,6309
All,2012 Q1,H,"Transportation, storage, postal and courier services",Postal and courier services,12664,9297,3367,265,668
All,2012 Q1,I,Accommodation and food services,Accommodation services,36449,19501,16948,968,1019
All,2012 Q1,I,Accommodation and food services,Food and beverage services,232599,109706,122893,10068,15835
All,2012 Q1,J,Information and communications,Publishing,20760,11379,9381,347,1587
All,2012 Q1,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",14537,8879,5658,361,2147
All,2012 Q1,J,Information and communications,Telecommunications,18048,11606,6442,493,321
All,2012 Q1,J,Information and communications,Information technology services,36807,27035,9772,1091,6216
All,2012 Q1,J,Information and communications,Information services,5036,2652,2384,183,702
All,2012 Q1,K,Financing and insurance,Financial services (except insurance and pension funding),132458,63655,68803,2084,7434
All,2012 Q1,K,Financing and insurance,Insurance,13387,4945,8442,497,153
All,2012 Q1,K,Financing and insurance,Services auxiliary to financial and insurance services,64106,32044,32062,1978,13103
All,2012 Q1,L,Real estate,Real estate,122055,75929,46126,3264,14208
All,2012 Q1,M,"Professional, scientific and technical services",Legal and accounting services,49174,22511,26663,767,6710
All,2012 Q1,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,30129,14662,15467,791,6454
All,2012 Q1,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",37493,24361,13132,910,2994
All,2012 Q1,M,"Professional, scientific and technical services",Scientific research and development,1700,1028,672,53,147
All,2012 Q1,M,"Professional, scientific and technical services",Advertising and market research,13924,7373,6551,668,3462
All,2012 Q1,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",20536,11732,8804,621,7474
All,2012 Q1,N,Administrative and support services,Rental and leasing services,2733,1674,1059,73,626
All,2012 Q1,N,Administrative and support services,Employment services,15308,7194,8114,369,2454
All,2012 Q1,N,Administrative and support services,"Travel agency, reservation service and related services",20011,8031,11980,497,2518
All,2012 Q1,N,Administrative and support services,Security and investigation services,41060,29379,11681,1728,175
All,2012 Q1,N,Administrative and support services,Services to buildings and landscape care,78045,26779,51266,1249,1567
All,2012 Q1,N,Administrative and support services,"Office administrative, office support and other business support services",20069,9892,10177,633,4812
All,2012 Q1,P,Education,Education,170770,63955,106815,3321,10673
All,2012 Q1,Q,Human health and social work services,Human health services,99596,26578,73018,3673,6947
All,2012 Q1,Q,Human health and social work services,Residential care services,27517,3896,23621,1587,1171
All,2012 Q1,Q,Human health and social work services,Social work services,30619,7448,23171,614,1954
All,2012 Q1,R,"Arts, entertainment and recreation",Creative and performing arts activities,3072,1698,1374,21,1145
All,2012 Q1,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",542,195,347,6,86
All,2012 Q1,R,"Arts, entertainment and recreation",Amusement parks and theme parks,4805,2619,2186,145,6
All,2012 Q1,R,"Arts, entertainment and recreation",Sports and other entertainment services,34986,18734,16252,3377,1257
All,2012 Q1,S,Other services,Activities of membership organisations,9568,3736,5832,286,1117
All,2012 Q1,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",17775,14884,2891,512,6145
All,2012 Q1,S,Other services,Other personal services,45377,13195,32182,2770,11202
All,2012 Q2,C,Manufacturing,Manufacture of food products,22222,12258,9964,710,857
All,2012 Q2,C,Manufacturing,Manufacture of beverages,3828,2779,1049,116,28
All,2012 Q2,C,Manufacturing,Manufacture of tobacco products,493,347,146,0,2
All,2012 Q2,C,Manufacturing,Manufacture of textiles,5747,2880,2867,17,774
All,2012 Q2,C,Manufacturing,Manufacture of wearing apparel,10249,4120,6129,87,998
All,2012 Q2,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",473,328,145,18,151
All,2012 Q2,C,Manufacturing,Manufacture of paper and paper products,1225,869,356,18,320
All,2012 Q2,C,Manufacturing,Printing and reproduction of recorded media,17599,12257,5342,262,2777
All,2012 Q2,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,2013,1371,642,6,212
All,2012 Q2,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",4308,1700,2608,116,249
All,2012 Q2,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",2469,1643,826,75,420
All,2012 Q2,C,Manufacturing,Manufacture of other non-metallic mineral products,1122,882,240,23,206
