all,quarter,industry_section_code,industry_section,industry_division,number_of_persons_engaged_total,number_of_persons_engaged_male,number_of_persons_engaged_female,number_of_vacancies,number_of_establishments
All,2012 Q2,C,Manufacturing,Manufacture of basic metals,1178,978,200,17,92
All,2012 Q2,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),3309,2189,1120,67,843
All,2012 Q2,C,Manufacturing,"Manufacture of computer, electronic and optical products",5601,3113,2488,79,365
All,2012 Q2,C,Manufacturing,Manufacture of electrical equipment,1961,1262,699,11,223
All,2012 Q2,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,2334,1953,381,15,454
All,2012 Q2,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,1546,1395,151,87,97
All,2012 Q2,C,Manufacturing,Manufacture of furniture,413,282,131,0,133
All,2012 Q2,C,Manufacturing,Other manufacturing,7568,4562,3006,149,1404
All,2012 Q2,C,Manufacturing,Repair and installation of machinery and equipment,11979,10303,1676,1062,1262
All,2012 Q2,B,Mining and quarrying,Quarrying and other mining of non-metal ores,83,76,7,0,2
All,2012 Q2,D,Electricity and gas supply,Electricity and gas supply,7537,6340,1197,27,12
All,2012 Q2,E,"Sewerage, waste management and remediation services",Sewerage,276,179,97,1,34
All,2012 Q2,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",2452,1695,757,62,281
All,2012 Q2,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,63,31,32,0,6
All,2012 Q2,F,Construction,Construction sites (manual workers only),71721,64960,6761,588,1157
All,2012 Q2,F,Construction,Public sector sites,31027,29137,1890,466,464
All,2012 Q2,F,Construction,Public sector building sites,9612,8840,772,37,163
All,2012 Q2,F,Construction,Public sector civil engineering sites,21415,20297,1118,429,301
All,2012 Q2,F,Construction,Private sector sites,40694,35823,4871,122,693
All,2012 Q2,F,Construction,Private sector building sites,39260,34448,4812,105,604
All,2012 Q2,F,Construction,Private sector civil engineering sites,1434,1375,59,17,89
All,2012 Q2,G,"Import/export, wholesale and retail trades",Import and export trade,493889,252006,241883,7854,102120
All,2012 Q2,G,"Import/export, wholesale and retail trades",Wholesale,64458,38079,26379,1287,15087
All,2012 Q2,G,"Import/export, wholesale and retail trades",Retail trade,259434,103151,156283,6898,64015
All,2012 Q2,H,"Transportation, storage, postal and courier services",Land transport,43116,36950,6166,1014,2216
All,2012 Q2,H,"Transportation, storage, postal and courier services",Water transport,10729,6855,3874,195,362
All,2012 Q2,H,"Transportation, storage, postal and courier services",Air transport,24257,9396,14861,174,132
All,2012 Q2,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,75949,48505,27444,1675,6275
All,2012 Q2,H,"Transportation, storage, postal and courier services",Postal and courier services,12655,8600,4055,350,680
All,2012 Q2,I,Accommodation and food services,Accommodation services,36612,19939,16673,1112,1029
All,2012 Q2,I,Accommodation and food services,Food and beverage services,235666,110453,125213,11154,15900
All,2012 Q2,J,Information and communications,Publishing,20964,11388,9576,244,1578
All,2012 Q2,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",14603,8929,5674,205,2152
All,2012 Q2,J,Information and communications,Telecommunications,18164,11689,6475,428,310
All,2012 Q2,J,Information and communications,Information technology services,37135,27873,9262,1345,6345
All,2012 Q2,J,Information and communications,Information services,5025,2725,2300,158,694
All,2012 Q2,K,Financing and insurance,Financial services (except insurance and pension funding),129904,62441,67463,1730,7458
All,2012 Q2,K,Financing and insurance,Insurance,13333,5079,8254,360,157
All,2012 Q2,K,Financing and insurance,Services auxiliary to financial and insurance services,63756,33764,29992,2296,13239
All,2012 Q2,L,Real estate,Real estate,124355,77730,46625,2862,14357
All,2012 Q2,M,"Professional, scientific and technical services",Legal and accounting services,49155,21773,27382,598,6748
All,2012 Q2,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,30221,15233,14988,940,6614
All,2012 Q2,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",37294,25079,12215,1210,3007
All,2012 Q2,M,"Professional, scientific and technical services",Scientific research and development,1547,1023,524,61,123
All,2012 Q2,M,"Professional, scientific and technical services",Advertising and market research,13954,7567,6387,270,3489
All,2012 Q2,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",21053,11936,9117,764,7565
All,2012 Q2,N,Administrative and support services,Rental and leasing services,2796,1625,1171,82,635
All,2012 Q2,N,Administrative and support services,Employment services,15680,6948,8732,456,2481
All,2012 Q2,N,Administrative and support services,"Travel agency, reservation service and related services",20094,7538,12556,1109,2603
All,2012 Q2,N,Administrative and support services,Security and investigation services,41259,29136,12123,1701,194
All,2012 Q2,N,Administrative and support services,Services to buildings and landscape care,80185,26424,53761,1699,1588
All,2012 Q2,N,Administrative and support services,"Office administrative, office support and other business support services",20066,9606,10460,469,4860
All,2012 Q2,P,Education,Education,172325,63553,108772,3299,10907
All,2012 Q2,Q,Human health and social work services,Human health services,100367,27022,73345,4242,7084
All,2012 Q2,Q,Human health and social work services,Residential care services,27700,3839,23861,2083,1169
All,2012 Q2,Q,Human health and social work services,Social work services,31132,7497,23635,526,1977
All,2012 Q2,R,"Arts, entertainment and recreation",Creative and performing arts activities,3246,1965,1281,80,1187
All,2012 Q2,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",565,187,378,6,89
All,2012 Q2,R,"Arts, entertainment and recreation",Amusement parks and theme parks,5382,2932,2450,205,6
All,2012 Q2,R,"Arts, entertainment and recreation",Sports and other entertainment services,36624,19829,16795,2370,1267
All,2012 Q2,S,Other services,Activities of membership organisations,9490,3968,5522,333,1120
All,2012 Q2,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",17951,14550,3401,1031,6200
All,2012 Q2,S,Other services,Other personal services,45807,13647,32160,2318,11267
All,2012 Q3,C,Manufacturing,Manufacture of food products,22532,11730,10802,617,870
All,2012 Q3,C,Manufacturing,Manufacture of beverages,3612,2676,936,112,28
All,2012 Q3,C,Manufacturing,Manufacture of tobacco products,472,294,178,0,2
All,2012 Q3,C,Manufacturing,Manufacture of textiles,5478,2849,2629,11,751
All,2012 Q3,C,Manufacturing,Manufacture of wearing apparel,10071,3870,6201,20,1012
All,2012 Q3,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",533,375,158,9,149
All,2012 Q3,C,Manufacturing,Manufacture of paper and paper products,1166,844,322,5,314
All,2012 Q3,C,Manufacturing,Printing and reproduction of recorded media,17561,11093,6468,113,2780
All,2012 Q3,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,2014,1392,622,14,218
All,2012 Q3,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",4301,1743,2558,97,247
All,2012 Q3,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",2326,1552,774,53,408
All,2012 Q3,C,Manufacturing,Manufacture of other non-metallic mineral products,1138,927,211,39,205
All,2012 Q3,C,Manufacturing,Manufacture of basic metals,1211,997,214,23,92
All,2012 Q3,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),3452,2311,1141,48,844
All,2012 Q3,C,Manufacturing,"Manufacture of computer, electronic and optical products",5325,2776,2549,55,363
All,2012 Q3,C,Manufacturing,Manufacture of electrical equipment,1919,1112,807,25,217
All,2012 Q3,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,2327,1910,417,35,445
All,2012 Q3,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,1466,1304,162,105,96
All,2012 Q3,C,Manufacturing,Manufacture of furniture,454,336,118,0,135
All,2012 Q3,C,Manufacturing,Other manufacturing,7492,4632,2860,88,1376
All,2012 Q3,C,Manufacturing,Repair and installation of machinery and equipment,11930,9956,1974,847,1268
All,2012 Q3,B,Mining and quarrying,Quarrying and other mining of non-metal ores,72,65,7,0,2
All,2012 Q3,D,Electricity and gas supply,Electricity and gas supply,7615,6413,1202,33,9
All,2012 Q3,E,"Sewerage, waste management and remediation services",Sewerage,269,239,30,15,35
All,2012 Q3,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",2349,1558,791,59,289
All,2012 Q3,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,55,22,33,0,5
All,2012 Q3,F,Construction,Construction sites (manual workers only),72238,65808,6430,511,1209
All,2012 Q3,F,Construction,Public sector sites,33390,31384,2006,444,486
All,2012 Q3,F,Construction,Public sector building sites,11311,10526,785,14,171
All,2012 Q3,F,Construction,Public sector civil engineering sites,22079,20858,1221,430,315
All,2012 Q3,F,Construction,Private sector sites,38848,34424,4424,67,723
All,2012 Q3,F,Construction,Private sector building sites,37375,33014,4361,62,624
All,2012 Q3,F,Construction,Private sector civil engineering sites,1473,1410,63,5,99
All,2012 Q3,G,"Import/export, wholesale and retail trades",Import and export trade,491739,254837,236902,6565,101409
All,2012 Q3,G,"Import/export, wholesale and retail trades",Wholesale,63636,38844,24792,1671,14951
All,2012 Q3,G,"Import/export, wholesale and retail trades",Retail trade,259694,103943,155751,8954,63972
All,2012 Q3,H,"Transportation, storage, postal and courier services",Land transport,43650,37858,5792,942,2188
All,2012 Q3,H,"Transportation, storage, postal and courier services",Water transport,10443,6560,3883,185,356
All,2012 Q3,H,"Transportation, storage, postal and courier services",Air transport,24757,9745,15012,240,134
All,2012 Q3,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,75548,47886,27662,1830,6268
All,2012 Q3,H,"Transportation, storage, postal and courier services",Postal and courier services,12493,8719,3774,345,670
All,2012 Q3,I,Accommodation and food services,Accommodation services,37520,19669,17851,1094,1048
All,2012 Q3,I,Accommodation and food services,Food and beverage services,236226,108415,127811,11848,15731
All,2012 Q3,J,Information and communications,Publishing,21227,11716,9511,317,1575
All,2012 Q3,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",14963,9557,5406,313,2194
All,2012 Q3,J,Information and communications,Telecommunications,18519,11919,6600,426,299
All,2012 Q3,J,Information and communications,Information technology services,37648,28603,9045,950,6442
All,2012 Q3,J,Information and communications,Information services,5121,2767,2354,145,699
All,2012 Q3,K,Financing and insurance,Financial services (except insurance and pension funding),129302,62138,67164,1689,7410
All,2012 Q3,K,Financing and insurance,Insurance,13531,5082,8449,370,153
